LAD10CD,period,sr
E07000168,2005,127.609295559492
E08000018,2010,321.322948817384
E09000017,2010,26.3478622288904
E06000050,2005,27.184598037196
E06000051,2010,73.5704349006352
E06000044,2010,154.215446089323
E09000025,2010,47.6637009891301
E07000178,2010,133.872153193839
E09000005,2010,44.1983444689607
E09000033,2010,79.7906944380909
E07000115,2010,24.8146566381445
E06000014,2010,317.869038527726
E07000169,2010,147.060867614086
E07000132,2005,36.8301213775794
E06000023,2010,290.903053998842
E08000032,2010,202.304906608206
E07000165,2005,74.6355783272337
E07000112,2010,73.5216092965788
E06000043,2010,142.121976736583
E06000022,2010,139.580053406574
E06000054,2010,67.7558124664299
E07000072,2005,34.0716263414905
E09000024,2010,16.96045332834
E07000090,2010,112.283838815275
E08000019,2010,210.712618081171
E07000198,2005,111.906042158158
E07000131,2010,54.1404228777831
E07000037,2010,113.787418174345
E06000027,2010,279.219197594723
E08000016,2010,448.669616638687
E09000023,2010,78.4821079339093
E09000026,2010,33.4022954321031
E06000047,2005,37.5904157344115
E08000012,2010,267.733927087506
E06000004,2010,236.536593941256
E07000127,2005,53.5744141271847
E08000013,2010,272.282727027941
E06000012,2010,251.455468722578
E09000019,2010,138.293691924322
E06000035,2010,100.381816974285
E07000192,2010,116.4563614018
E06000026,2010,197.491917149881
E08000031,2010,124.340937349366
E07000036,2005,40.9303900970078
E08000034,2010,134.893682962211
E06000030,2010,120.698497603088
E06000037,2005,117.791841882769
E07000027,2010,456.228422507031
E07000031,2010,45.7386345323904
E07000227,2010,42.1468431160824
E07000229,2005,40.2333630707265
E07000222,2010,77.1647846577832
E08000035,2010,260.643166920477
E06000010,2010,520.362249552928
E09000030,2010,117.054721498563
E07000036,2010,52.8931500287812
E09000014,2010,43.5396533758175
E08000015,2010,120.561552203379
E09000010,2010,17.5059277977402
E06000056,2005,4.98003007938168
E06000009,2010,725.791673957055
E08000003,2010,290.474887815324
E07000064,2010,85.2082310654884
E06000031,2010,180.836645614938
E08000002,2010,167.940174034825
E06000005,2010,237.922892611428
E06000046,2010,80.1105501408732
E06000033,2010,65.1739476342608
E09000003,2010,38.6882689659311
E07000120,2005,135.79116484512
E09000021,2010,109.066673784596
E06000016,2010,86.0972792647925
E07000237,2010,214.250449382861
E06000050,2010,110.045463575564
E07000043,2010,284.348783997846
E07000046,2010,184.522171408987
E06000008,2010,351.765005003206
E07000045,2010,76.9259998241162
E06000056,2010,40.9340392742752
E07000121,2010,211.468370608976
E07000071,2010,45.8313817560661
E07000075,2010,25.8971243125933
E06000032,2010,39.3719851018399
E06000034,2010,23.0952877693372
E07000066,2010,58.4830028063728
E06000007,2010,89.0128811748444
E07000209,2010,27.6473200497082
E06000025,2010,86.1233486834562
E08000011,2010,74.0265583562197
E08000014,2010,173.70703176462
E07000143,2010,94.3161324934217
E08000030,2010,119.698846339453
E08000028,2010,60.9107691998913
E06000052,2010,70.8520895602901
E07000009,2010,106.714798876693
E07000008,2010,253.911438143079
E06000049,2010,117.821524724547
E07000092,2010,105.236004271629
E07000033,2010,397.476933035129
E07000038,2010,131.134590467494
E07000221,2010,86.0946534207468
E06000038,2010,104.698466330253
E06000037,2010,48.6270934505361
E07000198,2010,44.8941442036826
E07000119,2005,78.4731732609477
E06000024,2010,117.34596451628
E07000010,2010,127.276779429932
E07000146,2010,232.45408279873
E09000008,2010,35.2883227015678
E09000022,2010,73.5672915970795
E07000174,2010,609.671143747111
E09000002,2010,49.8475809727034
E07000041,2010,106.795349974424
E06000045,2010,56.1690336075307
E09000011,2010,100.451818391605
E07000193,2010,101.915369184627
E06000013,2010,75.6360119515707
E08000026,2010,75.0982016824925
E08000001,2010,275.570260112789
E07000170,2010,270.633254457182
E07000148,2010,231.500136965002
E08000006,2010,187.044733904803
E08000027,2010,180.114149115083
E07000202,2010,68.5205338619954
E07000142,2010,93.6682529730725
E08000010,2010,152.285022948307
E06000019,2010,107.24478066652
E08000008,2010,253.552221241117
E07000028,2010,224.126452374855
E09000032,2010,42.5114257655724
E07000081,2010,211.660115111483
E07000078,2010,105.91141286029
E06000002,2010,748.304669219514
E06000003,2010,273.846052411148
E06000001,2010,666.180007795366
E07000175,2010,117.180569535247
E07000113,2010,56.5717390378786
E08000025,2010,78.3658198111781
E06000021,2010,168.548733844032
E07000039,2010,74.5498946843826
E06000047,2010,127.668595858317
E08000022,2010,101.459105334936
E07000080,2010,92.4649268222411
E06000015,2010,137.558326814116
E07000217,2010,48.6904909245403
E08000005,2010,193.87628803887
E07000110,2010,96.3315567818677
E07000177,2010,64.1629231403422
E07000108,2010,163.927395129907
E07000114,2010,120.182765615296
E07000106,2010,175.269497147322
E08000007,2010,79.786338625072
E06000018,2010,157.02554121916
E08000036,2010,246.294167164215
E07000032,2010,141.54996129917
E07000125,2010,190.703040653692
E09000020,2010,96.5919404757812
E09000013,2010,98.2678862899213
E07000212,2010,56.6738043725973
E08000004,2010,167.626298483219
E07000103,2010,26.9341227145048
E07000123,2010,355.667654282691
E07000130,2010,95.5330930157935
E07000128,2010,182.460860560823
E07000118,2010,176.333337395989
E07000126,2010,98.7753142130649
E07000122,2010,224.268016479583
E07000235,2010,97.0135599424446
E07000238,2010,99.6773329637098
E07000062,2010,311.601576429155
E07000117,2010,290.971488104282
E07000225,2010,54.2838520891006
E07000119,2010,147.229950935141
E07000138,2010,460.347394878571
E07000141,2010,66.0147559064824
E08000033,2010,125.463175750854
E07000176,2010,48.5766533714
E08000021,2010,99.5594892060098
E07000189,2010,141.858329062443
E07000120,2010,141.283255003071
E07000134,2010,50.0012581952999
E06000055,2010,49.631340014582
E07000085,2010,59.4860876610605
E09000016,2010,21.9391953052188
E07000044,2010,57.8889609428929
E06000017,2010,288.15122176118
E07000188,2010,133.770827686644
E09000028,2010,71.2878546303927
E06000042,2010,55.380760601554
E07000165,2010,84.9397375265288
E08000024,2010,103.41888875238
E07000200,2010,61.4868841845074
E08000023,2010,158.308914535759
E07000034,2010,518.015576195965
E09000031,2010,66.6385503389924
E07000089,2010,23.603676246717
E09000006,2010,28.7885256010762
E07000084,2010,20.4644307732955
E07000094,2010,68.5596450836819
E07000136,2010,111.612252569757
E07000211,2010,21.1542407341039
E06000011,2010,98.3810644625938
E09000012,2010,49.5905768815848
E07000082,2010,97.0415599414552
E07000096,2010,22.1587478150597
E07000172,2010,45.9913624488296
E07000224,2010,126.026042966546
E07000229,2010,82.2888453844537
E07000168,2010,232.772605413508
E07000099,2010,31.8555340459837
E07000091,2010,56.8459155377039
E07000145,2010,114.967298920672
E07000197,2010,64.2488347484861
E07000195,2010,95.8864468267079
E07000042,2010,39.765635232189
E09000009,2010,50.8295468274558
E07000070,2010,34.9383315050168
E07000219,2010,81.0489035653546
E07000011,2010,71.1524228286858
E07000073,2010,80.5136760815287
E07000079,2010,90.19417468809
E08000009,2010,55.7807749481837
E07000213,2010,100.971444120441
E07000239,2010,238.947246728429
E07000236,2010,79.7674608628796
E07000098,2010,92.9025251945032
E06000006,2010,86.5973935888681
E07000228,2010,54.1992741157474
E09000004,2010,35.1288864484786
E09000027,2010,29.9121342299804
E07000173,2010,115.531173541784
E07000029,2010,47.2848448755368
E07000102,2010,29.1069025378021
E07000137,2010,83.3074300989603
E07000116,2010,46.1304298706525
E07000194,2010,41.1306398685341
E06000020,2010,88.7760945326393
E07000087,2010,57.5713023626236
E07000040,2010,54.1342570792326
E07000105,2010,19.6635232911271
E07000147,2010,33.8378384387785
E09000018,2010,30.1085477686418
E07000179,2010,50.8776587002292
E07000221,2015,111.21769844897
E07000203,2015,41.557629298914
E09000019,2015,158.827656553383
E08000008,2015,430.995199592699
E08000016,2015,309.112756198758
E08000018,2015,415.183003361517
E07000216,2015,55.8768498258152
E08000032,2015,389.292100007906
E07000028,2015,326.738410657957
E07000174,2015,623.301481994
E06000042,2015,167.888804465291
E06000004,2015,737.315639687099
E06000001,2015,1669.41583715637
E07000188,2015,275.688332119175
E07000207,2010,33.2894918404767
E06000035,2015,182.896416382542
E06000006,2015,112.967583588616
E08000001,2015,394.565511169226
E07000121,2015,344.688378323226
E07000034,2015,570.37802700963
E06000013,2015,220.837140681775
E07000142,2015,106.30887855606
E07000026,2010,59.4060591966553
E06000040,2010,33.3644329653632
E07000193,2015,218.663715938637
E07000109,2010,45.4498543325892
E07000010,2015,145.931591079037
E07000012,2010,67.668179716823
E07000074,2010,20.1298891202927
E08000012,2015,486.265798102025
E08000013,2015,415.676520510411
E08000017,2015,608.646449113906
E06000050,2015,133.825759933478
E06000009,2015,952.976639360012
E07000063,2010,121.675643429039
E06000023,2015,334.946274205459
E07000210,2015,54.2057334679279
E08000027,2015,194.811843990564
E08000030,2015,321.995976429134
E07000062,2015,361.728471362246
E07000061,2010,164.298607838932
E07000044,2015,149.955516276757
E06000026,2015,256.964551043469
E07000117,2015,562.984409060163
E06000008,2015,432.620113719405
E07000087,2015,85.6980034849035
E07000088,2010,90.0746480261027
E08000015,2015,303.821211139482
E06000010,2015,860.171962719713
E06000044,2015,201.641648867371
E09000007,2015,147.816254727075
E07000234,2010,97.5718748568199
E07000165,2015,149.493036082543
E07000167,2010,64.0486879383973
E07000063,2015,103.538310201051
E06000005,2015,390.746507851893
E08000006,2015,229.100692427663
E07000083,2010,64.2074029728988
E08000036,2015,425.453440663036
E07000164,2015,93.9472008164387
E07000181,2010,27.012359305132
E06000018,2015,236.424879443194
E07000173,2015,89.7786710098712
E07000178,2015,315.726222460051
E06000015,2015,279.11713371307
E08000003,2015,363.849517475827
E08000002,2015,258.984327127494
E08000035,2015,406.766266981833
E07000086,2010,26.4978776561841
E06000002,2015,756.875695913014
E06000021,2015,270.857098363884
E07000036,2015,124.74180508026
E06000046,2015,89.7030948999152
E06000019,2015,195.148787297811
E09000012,2015,211.480321604968
E07000143,2015,80.7068319239152
E09000033,2015,171.743205965654
E08000025,2015,189.577376656864
E07000095,2015,62.2816079988039
E07000073,2015,82.6766750688205
E09000018,2015,61.8934947558395
E06000024,2015,130.66460107261
E07000137,2015,159.440034589883
E06000047,2015,266.373187478928
E09000025,2015,52.1586417813036
E07000043,2015,241.173057828595
E06000003,2015,485.737642642139
E09000017,2015,51.4602059600692
E06000038,2015,208.441287175783
E08000010,2015,341.428883528035
E07000180,2010,28.9558044039406
E08000009,2015,81.8987591516539
E07000130,2015,87.7132583302312
E09000008,2015,46.9594227535019
E07000035,2015,110.717093925699
E06000016,2015,199.64772819759
E07000189,2015,249.151393566612
E09000014,2015,41.8950102944493
E09000020,2015,97.5836284529395
E07000039,2015,88.0471450371169
E07000213,2015,45.7692222854733
E07000026,2015,339.092764719693
E07000107,2015,30.2017195339894
E08000007,2015,153.66027137366
E07000222,2015,204.65128887445
E07000074,2015,47.2560187126891
E06000031,2015,294.563870463015
E07000011,2015,74.259735361375
E06000051,2015,122.334417257264
E09000002,2015,50.3928901633361
E07000070,2015,50.9210194053702
E07000033,2015,265.530239886466
E06000007,2015,82.5987435048906
E07000113,2015,97.4276268467241
E06000030,2015,354.343814874637
E07000066,2015,106.829788794171
E06000027,2015,332.486972696386
E07000187,2015,136.64309095498
E06000054,2015,89.0586065215686
E07000175,2015,202.320638779216
E07000170,2015,341.170866357099
E07000071,2015,41.0834583005508
E07000037,2015,119.420870775777
E06000040,2015,130.782453166697
E06000011,2015,134.99843124185
E06000049,2015,156.632290047174
E06000022,2015,185.803380619178
E07000211,2015,23.5152032326171
E07000202,2015,155.280503156833
E07000075,2015,78.7076520134421
E07000085,2015,76.9086383476741
E06000012,2015,347.217296368281
E07000093,2015,44.780194348859
E07000128,2015,326.040808919919
E07000103,2015,159.046108125465
E07000067,2015,25.8301400709428
E08000034,2015,157.042206891304
E06000032,2015,122.042445444538
E08000028,2015,112.069053765945
E08000033,2015,223.965176778228
E07000110,2015,121.282943513119
E06000043,2015,202.482875721109
E08000011,2015,157.659427076992
E07000171,2015,185.401539889458
E07000227,2015,51.8428498686465
E09000004,2015,34.0138732874773
E07000237,2015,266.219166654848
E08000024,2015,195.851484522135
E06000025,2015,87.0405642160289
E07000236,2015,137.755229020258
E06000052,2015,103.065747078037
E09000023,2015,136.989121448888
E07000141,2015,121.321469094213
E07000138,2015,447.808998357276
E07000120,2015,168.610978242173
E07000239,2015,419.328618922099
E07000224,2015,118.447546106476
E09000022,2015,92.0739474754888
E09000032,2015,44.4965368291367
E08000026,2015,168.779439753024
E06000020,2015,126.255544293923
E06000045,2015,162.876763424747
E07000040,2015,73.7064542040495
E07000229,2015,71.6265572157742
E07000192,2015,127.573654091522
E07000041,2015,240.726272587895
E06000014,2015,292.307709480868
E07000169,2015,168.479840549415
E09000005,2015,86.393448363475
E06000041,2015,51.7301993519293
E08000031,2015,172.236857902673
E07000032,2015,155.301561759886
E08000005,2015,230.500456414842
E07000008,2015,348.358616735054
E07000180,2015,96.097076651315
E07000177,2015,136.844499047247
E09000013,2015,92.0864225650761
E08000004,2015,233.211022173379
E08000021,2015,169.148795499829
E09000028,2015,135.418586210406
E07000081,2015,425.880561125859
E07000126,2015,145.289538448838
E08000019,2015,433.062794535648
E07000112,2015,96.5592504352802
E08000023,2015,249.926902904589
E07000148,2015,387.340223342224
E06000036,2015,60.7841892284797
E07000114,2015,200.425620428528
E07000106,2015,175.722584408943
E07000197,2015,60.9408820934666
E07000082,2015,168.681036786259
E07000009,2015,129.733151484162
E07000123,2015,320.714826662347
E07000149,2015,101.702438295148
E07000129,2015,77.9945596925885
E07000144,2015,26.5414472235279
E07000195,2015,169.073708217962
E07000118,2015,151.680377054956
E09000030,2015,148.586507255701
E09000026,2015,31.5909507932563
E08000029,2015,77.4473632170863
E07000219,2015,98.6447083973035
E09000016,2015,39.3842805691893
E07000091,2015,36.4644980368123
E09000027,2015,44.285035915559
E09000031,2015,53.1217500447189
E06000056,2015,55.5302759845328
E06000055,2015,193.766039401256
E07000209,2015,61.4315405456617
E07000146,2015,172.548101394418
E07000134,2015,66.674452599482
E07000045,2015,138.146641454127
E07000145,2015,249.453058948766
E06000034,2015,35.7282018764397
E07000027,2015,457.419934384741
E07000077,2015,63.6192858879944
E07000031,2015,65.2358371977189
E07000099,2015,55.127670604878
E08000022,2015,188.272129083092
E07000065,2015,77.869927956891
E06000033,2015,121.484960701072
E06000039,2015,134.115819419626
E07000096,2015,48.8977163451615
E07000226,2015,83.5989843881062
